property_area,house_age,house_style,neighborhood,overall_quality,overall_condition,spaciousness,liv_lot_ratio,remodel_age,bath_area,bsmt_area,garage_area,garage_age,has_2ndfloor,has_porch,has_pool,has_multiple_kitchen,sale_price
1748,48,1Story,NAmes,5,6,206.0,0.0,29,2.0,866,388,45.0,0,1,0,0,157149
3510,3,2Story,SawyerW,6,5,272.0,0.0,6,3.0,1227,514,5.0,1,1,0,0,168455
2934,8,1Story,CollgCr,8,5,174.0,0.0,2,2.0,1173,780,3.0,0,1,0,0,224444
2224,2,2Story,CollgCr,7,5,281.0,1.0,1,2.5,900,396,17.0,1,1,0,0,368728
2802,6,2Story,CollgCr,7,5,237.0,0.0,3,3.5,1339,547,3.0,1,1,0,0,164120
1339,48,1Story,NAmes,5,7,190.0,0.0,53,1.0,718,302,52.0,0,0,0,0,109305
3181,4,1Story,CollgCr,7,5,322.0,0.0,16,3.0,1532,548,23.0,0,1,0,0,200028
2221,44,1Story,NAmes,5,5,188.0,0.0,34,2.0,874,612,50.0,0,1,0,0,132635
2081,57,2Story,OldTown,5,7,251.0,0.0,15,2.0,1069,449,37.0,1,1,0,0,158046
3072,2,1Story,Somerst,7,5,235.0,0.0,1,2.0,1861,562,5.0,0,1,0,0,192256
3372,0,1Story,NridgHt,8,5,241.0,0.0,0,2.0,1263,860,1.0,0,1,0,0,200473
3348,31,1Story,Mitchel,5,5,154.0,0.0,22,2.0,1644,780,31.0,0,1,0,0,168635
2700,87,2Story,OldTown,6,4,265.0,0.0,54,2.0,630,6,30.0,1,1,0,1,91851
2840,40,2Story,NAmes,6,5,263.0,0.0,12,2.5,707,500,48.0,1,1,0,0,229904
1447,35,1Story,NAmes,5,5,179.0,0.0,36,2.0,821,547,27.0,0,1,0,0,122905
2706,2,1Story,Somerst,7,5,260.0,0.0,1,2.0,1641,598,0.0,0,1,0,0,207208
3020,16,2Story,NoRidge,8,5,336.0,0.0,13,3.5,957,815,21.0,1,1,0,0,310950
4183,2,2Story,NridgHt,8,5,256.0,0.0,6,3.5,1857,732,0.0,1,1,0,0,327141
3212,88,2Story,OldTown,6,8,250.0,0.0,10,2.0,771,491,89.0,1,1,0,0,151893
3675,11,1Story,CollgCr,9,5,215.0,0.0,2,3.0,1910,688,3.0,0,1,0,0,262601
3427,36,1Story,NWAmes,6,5,242.0,0.0,31,3.0,1786,606,29.0,0,1,0,0,236627
1609,47,1Story,NAmes,5,5,172.0,0.0,25,1.0,788,556,36.0,0,0,0,0,134145
2522,52,2Story,NAmes,6,7,282.0,0.0,14,2.5,1227,322,71.0,1,1,0,0,147395
3002,2,1Story,NridgHt,8,5,270.0,0.0,1,3.0,1543,857,3.0,0,1,0,0,241710
1822,38,1Story,NWAmes,6,5,171.0,0.0,38,2.0,1472,432,36.0,0,1,0,0,117421
2713,36,1Story,NAmes,7,5,289.0,0.0,4,2.0,1406,555,44.0,0,1,0,0,164779
2013,94,1.5Fin,OldTown,5,7,190.0,0.0,56,1.0,945,209,103.0,1,1,0,0,107023
2498,4,1Story,CollgCr,7,5,264.0,0.0,4,3.0,1337,543,6.0,0,1,0,0,160701
1601,86,1.5Fin,OldTown,5,4,188.0,0.0,58,2.0,800,301,76.0,1,1,0,0,96606
2392,41,2Story,NAmes,6,7,249.0,0.0,5,2.5,818,540,45.0,1,1,0,0,182106
3322,3,1Story,NridgHt,8,5,291.0,0.0,1,3.0,1842,688,0.0,0,1,0,0,339384
1878,83,1.5Fin,OldTown,6,7,172.0,0.0,52,1.0,761,238,68.0,1,1,0,0,137495
3050,63,2Story,OldTown,6,4,348.0,0.0,55,2.0,1171,432,53.0,1,1,0,0,151735
1456,47,1Story,NAmes,5,5,194.0,0.0,37,1.0,1142,477,60.0,0,0,0,0,111162
2837,39,1Story,NWAmes,6,5,275.0,0.0,35,2.5,735,499,29.0,0,1,0,0,147499
1707,12,1Story,CollgCr,7,5,230.0,0.0,4,2.0,855,450,15.0,1,1,0,0,134081
2525,4,1Story,CollgCr,7,5,165.0,0.0,5,2.0,1919,552,18.0,0,1,0,0,235251
3222,13,1Story,Gilbert,6,5,169.0,0.0,15,2.0,1085,461,10.0,0,1,0,0,199675
1908,58,1Story,Edwards,5,5,195.0,0.0,49,1.0,834,230,41.0,0,1,0,0,113455
2537,44,SLvl,NWAmes,6,5,198.0,0.0,3,2.5,1090,583,37.0,1,1,0,0,148000
3118,13,2Story,NoRidge,8,5,297.0,0.0,16,3.5,1220,796,18.0,1,1,0,0,246707
1663,54,1Story,Sawyer,5,5,171.0,0.0,4,1.0,894,228,35.0,0,0,0,0,83480
2537,41,1Story,CollgCr,6,5,194.0,0.0,31,2.0,1698,504,28.0,0,1,0,0,182471
4032,1,1Story,NridgHt,8,5,269.0,0.0,2,3.0,2249,863,0.0,0,1,0,0,226065
1557,35,SLvl,NAmes,6,6,192.0,0.0,38,2.5,802,541,40.0,0,1,0,0,147555
3241,5,1Story,Somerst,7,5,225.0,0.0,1,3.0,1395,417,1.0,0,1,0,0,178648
1992,40,2Story,NAmes,6,5,190.0,0.0,35,2.5,728,446,32.0,1,1,0,0,102073
2643,47,SLvl,NWAmes,6,5,166.0,0.0,36,2.5,1191,618,40.0,0,1,0,0,249299
3503,10,1Story,CollgCr,7,5,222.0,0.0,-1,2.0,1604,492,6.0,0,1,0,0,246625
1949,44,1Story,MeadowV,6,5,191.0,0.0,44,2.0,634,464,30.0,0,1,0,0,117656
3310,14,1Story,StoneBr,8,5,288.0,0.0,3,3.0,1499,772,4.0,0,1,0,0,233467
1614,82,1.5Fin,OldTown,4,6,187.0,0.0,55,1.0,715,230,72.0,0,1,0,0,94564
1279,81,1Story,OldTown,4,6,162.0,0.0,56,1.0,754,223,84.0,0,1,0,0,64596
4719,8,2Story,StoneBr,8,5,327.0,0.0,10,3.0,1079,472,5.0,1,1,0,0,236537
2125,40,SLvl,NWAmes,6,6,200.0,0.0,28,2.5,704,639,28.0,1,1,0,0,161144
3929,6,1Story,NridgHt,9,5,260.0,0.0,4,3.0,1771,789,6.0,0,1,0,0,235777
2120,101,1Story,OldTown,3,3,182.0,0.0,14,2.0,376,799,79.0,0,1,0,0,118132
3387,23,2Story,NWAmes,7,5,271.0,0.0,19,3.5,721,459,4.0,1,1,0,0,252297
3976,1,2Story,NridgHt,8,5,249.0,0.0,0,3.5,1769,938,0.0,1,1,0,0,310762
1790,43,1Story,NAmes,5,7,167.0,0.0,45,1.0,686,350,48.0,0,1,0,0,120917
2753,9,2Story,CollgCr,7,5,253.0,0.0,5,2.5,1291,829,4.0,1,1,0,0,273644
1721,41,2Story,NAmes,6,6,194.0,0.0,35,2.5,810,489,33.0,1,1,0,0,134933
3718,6,1Story,NridgHt,8,5,299.0,0.0,3,3.0,1470,593,0.0,0,1,0,0,237470
2910,58,1Story,NAmes,5,6,184.0,0.0,52,2.0,1338,252,42.0,0,1,0,0,174651
3124,11,2Story,CollgCr,7,5,246.0,0.0,2,2.5,961,551,3.0,1,1,0,0,164349
2620,0,1Story,CollgCr,7,5,243.0,0.0,3,2.0,1561,636,6.0,0,1,0,0,107270
1857,49,1Story,NAmes,6,5,176.0,0.0,2,2.0,930,528,50.0,0,1,0,0,160047
3307,70,1.5Fin,Crawfor,6,6,246.0,0.0,57,2.5,975,434,96.0,1,1,0,0,153738
3899,37,1Story,Mitchel,5,5,189.0,0.0,31,2.0,1134,497,27.0,0,1,0,0,131763
3293,91,2Story,OldTown,7,5,257.0,0.0,12,2.5,922,519,6.0,1,1,0,0,93252
3115,4,1Story,CollgCr,7,5,250.0,0.0,7,3.0,1938,584,4.0,0,1,0,0,173999
2277,5,1Story,CollgCr,6,5,217.0,0.0,6,2.0,900,353,0.0,0,1,0,0,143701
3988,13,2Story,NoRidge,7,5,276.0,0.0,17,3.5,798,689,21.0,1,1,0,0,288818
1840,11,1Story,CollgCr,7,5,192.0,0.0,1,2.0,1193,461,2.0,0,1,0,0,242586
1819,88,1.5Fin,OldTown,5,7,242.0,0.0,57,2.0,651,353,54.0,1,1,0,0,114909
4617,9,1Story,NridgHt,9,5,211.0,0.0,1,3.0,2008,878,1.0,0,1,0,0,364177
3598,15,2Story,Crawfor,7,7,309.0,0.0,7,2.5,1695,618,18.0,1,1,0,0,242182
3367,39,1Story,Edwards,6,5,324.0,0.0,0,2.0,1561,760,33.0,0,1,0,0,220479
2526,104,1.5Fin,OldTown,6,7,234.0,0.0,60,2.0,970,192,93.0,1,1,0,0,117992
3786,15,1Story,CollgCr,7,5,295.0,0.0,18,3.5,1330,764,4.0,1,1,0,0,288974
2898,5,2Story,Timber,8,5,321.0,0.0,3,2.5,1418,481,0.0,1,1,0,0,262296
1910,4,1Story,CollgCr,5,5,173.0,0.0,4,2.0,795,496,17.0,0,1,0,0,137456
2432,8,1Story,CollgCr,7,5,247.0,0.0,16,2.0,1514,515,4.0,0,1,0,0,192483
1618,13,1Story,CollgCr,5,5,182.0,0.0,6,2.0,933,537,21.0,0,1,0,0,154040
1407,91,1.5Fin,OldTown,4,7,215.0,0.0,54,1.0,587,0,44.0,0,1,0,0,89720
2609,41,2Story,NWAmes,6,6,270.0,0.0,38,2.5,630,541,38.0,1,1,0,0,145599
2514,15,2Story,Gilbert,6,5,259.0,0.0,13,2.5,824,532,15.0,1,1,0,0,145340
1731,47,1Story,OldTown,5,7,190.0,0.0,5,1.0,774,290,46.0,0,1,0,0,92613
2134,4,1Story,CollgCr,6,5,189.0,0.0,3,2.0,1445,437,0.0,0,1,0,0,130188
2224,89,2Story,OldTown,7,7,261.0,0.0,4,2.0,690,921,59.0,1,1,0,0,173073
2843,0,2Story,Somerst,7,5,240.0,0.0,5,2.5,990,599,7.0,1,1,0,0,289711
3742,33,1Story,NWAmes,6,5,240.0,0.0,33,3.0,1803,567,29.0,0,1,0,0,283401
2517,27,1Story,NWAmes,6,6,247.0,0.0,10,2.5,1323,569,43.0,0,1,0,0,180162
2096,79,2Story,SWISU,7,9,278.0,1.0,8,2.0,484,581,30.0,1,1,0,0,155936
1672,38,1Story,NAmes,5,6,152.0,0.0,36,2.0,961,510,35.0,0,1,0,0,120286
2964,7,2Story,SawyerW,7,5,342.0,0.0,14,2.5,898,533,14.0,1,1,0,0,241258
2263,111,2Story,OldTown,7,8,240.0,0.0,20,2.5,987,544,14.0,1,1,0,0,174222
1874,97,2Story,SWISU,6,6,195.0,1.0,36,1.5,793,288,27.0,1,1,0,0,115854
2829,5,1Story,CollgCr,7,5,219.0,0.0,6,2.0,573,554,6.0,0,1,0,0,116305
2657,13,2Story,Gilbert,6,5,223.0,0.0,10,2.5,895,441,19.0,1,1,0,0,256161
3458,39,1Story,Mitchel,6,5,253.0,0.0,34,3.0,2040,950,29.0,0,1,0,0,174113
2723,59,2Story,NAmes,6,6,254.0,0.0,38,2.5,1118,483,50.0,1,1,0,0,212838
1777,77,1.5Fin,BrkSide,5,7,174.0,0.0,57,1.0,720,292,73.0,1,1,0,0,118874
2685,91,1.5Fin,OldTown,6,8,264.0,0.0,22,2.0,1204,456,19.0,1,1,0,0,213232
1856,48,1.5Fin,NAmes,5,7,173.0,0.0,57,2.0,647,284,35.0,1,1,0,0,117232
3058,5,1Story,CollgCr,7,5,253.0,0.0,4,2.0,1447,581,21.0,0,1,0,0,270057
2972,4,1Story,NridgHt,8,5,246.0,0.0,3,3.0,1744,741,2.0,0,1,0,0,230021
2887,4,1Story,CollgCr,7,5,234.0,0.0,14,3.0,1388,526,0.0,0,1,0,0,262685
3175,47,2Story,NAmes,6,5,188.0,0.0,2,2.5,937,522,38.0,1,1,0,0,143832
2143,84,1.5Fin,OldTown,5,7,192.0,0.0,54,1.0,630,319,93.0,1,1,0,0,100435
2057,36,1Story,Sawyer,5,5,163.0,0.0,34,2.0,898,581,28.0,0,0,0,0,177120
1818,63,1.5Fin,NAmes,6,6,203.0,0.0,56,1.5,751,288,33.0,0,1,0,0,132135
2758,11,1Story,CollgCr,6,5,190.0,0.0,13,2.0,839,602,10.0,0,1,0,0,185675
1867,54,1Story,NAmes,5,5,201.0,0.0,9,2.0,900,253,42.0,0,1,0,0,89423
1530,50,1Story,NAmes,5,5,176.0,0.0,56,1.0,622,142,52.0,0,1,0,0,98624
4300,0,1Story,Timber,8,5,237.0,0.0,0,3.0,1719,775,0.0,0,1,0,0,226824
2373,38,1Story,CollgCr,5,5,208.0,0.0,30,2.0,862,511,44.0,0,1,0,0,140009
3764,39,1Story,Mitchel,6,5,265.0,0.0,39,3.0,1486,394,35.0,0,1,0,0,127322
2761,18,2Story,Gilbert,6,7,238.0,0.0,21,2.0,830,394,28.0,1,1,0,0,160020
3450,7,1Story,Somerst,8,5,265.0,0.0,4,3.0,1515,944,0.0,0,1,0,0,411002
2951,36,1Story,NWAmes,5,5,250.0,0.0,41,2.0,1154,575,27.0,0,1,0,0,172155
3383,9,2Story,SawyerW,6,5,339.0,0.0,9,2.5,869,504,14.0,1,1,0,0,203602
2339,80,2Story,OldTown,4,6,199.0,0.0,51,1.0,775,200,27.0,1,1,0,0,86745
2502,14,1Story,CollgCr,6,5,284.0,0.0,17,3.0,1780,547,14.0,0,1,0,0,198063
1941,99,1.5Fin,OldTown,6,7,251.0,0.0,14,2.0,735,554,46.0,1,1,0,0,164082
1251,120,1.5Fin,OldTown,5,8,197.0,0.0,13,1.0,835,292,83.0,1,1,0,0,131225
3270,48,2Story,NWAmes,8,5,302.0,0.0,-1,3.5,1340,520,0.0,1,1,0,0,260458
1895,107,1.5Fin,OldTown,5,7,161.0,0.0,57,1.0,775,273,72.0,1,1,0,0,127054
2605,0,2Story,CollgCr,7,5,277.0,0.0,9,2.5,793,529,3.0,1,1,0,0,233823
3229,44,2Story,Edwards,6,5,313.0,0.0,10,2.5,791,488,44.0,1,1,0,0,153194
3716,0,1Story,NridgHt,8,5,247.0,0.0,-1,2.0,1496,703,2.0,0,1,0,0,226421
2963,8,2Story,CollgCr,7,5,247.0,0.0,7,2.5,899,559,0.0,1,1,0,0,223398
1736,21,1Story,NAmes,5,6,193.0,0.0,36,2.0,790,295,28.0,0,1,0,0,77055
1482,45,1Story,NAmes,5,5,161.0,0.0,57,1.0,976,21,42.0,0,0,0,0,101394
1622,35,1Story,NAmes,5,6,206.0,0.0,54,2.0,657,431,28.0,0,1,0,0,118204
1975,38,1Story,CollgCr,6,5,202.0,0.0,-1,2.0,737,509,29.0,0,1,0,0,145478
3076,49,1Story,NAmes,6,5,164.0,0.0,33,2.0,1137,479,43.0,0,1,0,0,141374
2275,40,1Story,NAmes,6,5,285.0,0.0,11,3.0,1423,479,30.0,0,1,0,0,168699
3376,15,2Story,OldTown,7,5,289.0,0.0,9,2.5,813,594,19.0,1,1,0,0,209475
3260,96,2Story,OldTown,7,8,240.0,0.0,11,2.5,911,537,17.0,1,1,0,0,163862
2076,11,2Story,Gilbert,6,5,252.0,0.0,0,2.5,774,622,15.0,1,1,0,0,156691
3444,9,2Story,Somerst,8,5,290.0,0.0,1,3.5,699,559,19.0,1,1,0,0,359611
4048,4,1Story,NridgHt,8,5,303.0,0.0,0,3.0,1362,770,1.0,0,1,0,0,319891
2943,34,1Story,NWAmes,7,5,251.0,0.0,29,2.5,751,652,44.0,0,1,0,0,230193
2926,0,2Story,CollgCr,7,5,311.0,0.0,13,2.5,902,599,2.0,1,1,0,0,217328
1887,14,1Story,Edwards,5,5,180.0,0.0,14,2.0,757,416,15.0,0,1,0,0,161785
4273,38,1Story,NWAmes,6,5,387.0,0.0,19,3.0,1868,623,27.0,0,1,0,0,237923
1779,11,2Story,CollgCr,6,5,211.0,0.0,3,2.5,772,511,0.0,1,1,0,0,124052
2701,15,2Story,SawyerW,7,5,321.0,0.0,13,2.5,1648,460,20.0,1,1,0,0,290013
2215,50,2Story,NAmes,6,6,221.0,0.0,54,2.5,753,577,49.0,1,1,0,0,138604
1966,69,1Story,OldTown,5,7,166.0,0.0,59,2.0,679,262,48.0,0,1,0,0,91130
2603,0,2Story,NWAmes,7,5,239.0,0.0,4,2.5,1576,541,0.0,1,1,0,0,229348
2621,96,2Story,OldTown,6,5,213.0,0.0,17,2.0,628,428,7.0,1,1,0,0,121363
2852,11,1Story,CollgCr,7,5,233.0,0.0,6,2.0,1381,757,9.0,0,1,0,0,252733
1799,58,2Story,BrDale,6,5,198.0,0.0,37,1.5,737,464,38.0,1,1,0,0,131565
3669,97,2Story,OldTown,7,9,243.0,0.0,8,3.5,586,438,23.0,1,1,0,0,262850
1474,36,1Story,CollgCr,5,5,159.0,0.0,31,2.0,1417,659,52.0,0,0,0,0,149108
2415,49,1Story,NAmes,5,6,192.0,0.0,27,2.0,852,592,26.0,0,1,0,0,119745
2698,11,2Story,CollgCr,7,5,222.0,0.0,10,2.5,1332,402,2.0,1,1,0,0,264130
2668,40,2Story,NAmes,6,5,184.0,0.0,43,2.5,1139,469,29.0,1,1,0,0,147275
2090,38,1Story,Edwards,5,5,217.0,0.0,1,2.0,1012,411,40.0,0,1,0,0,131723
3290,12,1Story,CollgCr,7,5,275.0,0.0,12,3.0,2252,513,21.0,0,1,0,0,195897
2298,45,1Story,Edwards,6,5,211.0,0.0,3,2.0,1496,444,28.0,0,1,0,0,141851
2983,9,1Story,CollgCr,7,5,266.0,0.0,15,3.0,1466,485,10.0,0,1,0,0,180210
3874,4,2Story,NridgHt,9,5,211.0,0.0,1,3.5,1447,878,0.0,1,1,0,0,321384
2021,58,1Story,NAmes,5,5,159.0,0.0,59,1.0,928,314,45.0,0,1,0,0,115161
1080,78,1Story,Edwards,5,5,188.0,0.0,57,1.0,509,248,42.0,0,1,0,0,114250
2130,41,2Story,NAmes,6,6,236.0,0.0,33,2.5,875,470,37.0,1,1,0,0,170289
2066,42,1Story,NAmes,6,6,157.0,0.0,28,1.5,892,618,30.0,0,1,0,0,104633
3702,10,1Story,NridgHt,9,5,253.0,0.0,3,2.5,1430,864,4.0,0,1,0,0,324303
1763,96,1Story,BrkSide,5,7,166.0,0.0,60,1.0,763,222,69.0,0,1,0,0,87451
2980,10,1Story,CollgCr,5,5,203.0,0.0,11,2.0,1596,504,11.0,0,1,0,0,161986
4022,100,2Story,OldTown,7,8,257.0,0.0,21,2.0,951,622,24.0,1,1,0,0,224703
1747,83,2Story,OldTown,7,7,297.0,0.0,12,1.5,823,573,23.0,1,1,0,0,224765
2947,82,2Story,Crawfor,6,5,254.0,0.0,6,2.5,688,497,21.0,1,1,0,0,184086
2112,101,2Story,OldTown,5,7,197.0,0.0,13,2.0,875,287,57.0,1,1,0,0,189116
3875,0,2Story,Somerst,8,5,294.0,0.0,2,3.5,1028,996,0.0,1,1,0,0,376735
2496,38,2Story,NWAmes,7,5,267.0,0.0,5,2.5,796,517,17.0,1,1,0,0,180611
2295,43,1Story,Mitchel,5,5,147.0,0.0,34,2.0,2174,839,29.0,0,1,0,0,183645
2605,36,2Story,CollgCr,6,5,278.0,0.0,10,2.5,794,429,17.0,1,1,0,0,205558
2693,0,1Story,CollgCr,7,5,225.0,0.0,4,2.0,1337,515,0.0,0,1,0,0,208572
1982,35,1Story,CollgCr,6,5,206.0,0.0,7,2.0,1143,389,11.0,0,1,0,0,168890
1813,46,1Story,Sawyer,5,5,183.0,0.0,31,2.0,856,395,26.0,0,0,0,0,120649
1469,71,2Story,BrkSide,6,6,201.0,0.0,58,1.5,837,234,41.0,1,1,0,0,102117
1918,94,1.5Fin,OldTown,5,6,201.0,0.0,55,2.0,982,479,92.0,1,1,0,0,87269
1699,77,1.5Fin,OldTown,5,7,167.0,0.0,53,1.0,846,236,71.0,0,1,0,0,123049
3228,2,1Story,Somerst,7,5,215.0,0.0,-1,2.0,1493,393,0.0,0,1,0,0,187253
2141,46,1Story,NAmes,5,6,199.0,0.0,34,2.0,753,326,38.0,0,1,0,0,159745
1971,40,1Story,NAmes,5,5,178.0,0.0,45,2.0,1177,416,32.0,0,0,0,0,169249
3487,4,1Story,StoneBr,8,5,236.0,0.0,2,3.0,2012,869,5.0,0,1,0,0,252966
2810,16,1Story,CollgCr,7,5,316.0,0.0,14,2.0,1372,512,17.0,0,1,0,0,211135
3622,12,2Story,NoRidge,7,5,342.0,0.0,11,3.5,752,436,13.0,1,1,0,0,194457
4897,5,1Story,Timber,8,5,278.0,0.0,1,3.0,1860,591,8.0,0,1,0,0,218884
2871,51,1.5Fin,NAmes,6,6,339.0,0.0,54,2.5,810,526,48.0,1,1,0,0,198594
2641,35,1Story,NWAmes,7,5,280.0,0.0,0,2.0,1846,588,46.0,0,1,0,0,224560
2236,5,1Story,CollgCr,7,5,164.0,0.0,0,2.0,1217,591,12.0,0,1,0,0,239725
3006,60,1Story,NAmes,5,5,171.0,0.0,9,2.0,2014,498,19.0,0,1,0,0,166714
2961,13,2Story,SawyerW,6,5,309.0,0.0,16,2.5,705,461,10.0,1,1,0,0,186082
2842,55,2Story,NAmes,6,6,269.0,0.0,40,2.5,719,481,41.0,1,1,0,0,136615
1779,59,1Story,NAmes,5,7,150.0,0.0,58,1.0,673,312,87.0,0,0,0,0,119182
4094,0,1Story,Timber,8,5,257.0,0.0,0,3.0,1576,986,1.0,0,1,0,0,266678
2195,46,1Story,CollgCr,5,5,155.0,0.0,46,2.0,1046,320,27.0,0,1,0,0,158596
3590,16,1Story,SawyerW,7,5,298.0,0.0,16,2.5,1147,502,16.0,0,1,0,0,217432
3023,16,1Story,CollgCr,6,5,250.0,0.0,13,2.0,1618,556,12.0,0,1,0,0,244273
4598,0,1Story,NridgHt,9,5,260.0,0.0,1,3.0,1064,919,4.0,0,1,0,0,260053
3288,32,2Story,NWAmes,6,6,233.0,0.0,42,2.5,919,566,30.0,1,1,0,0,150255
1892,48,1Story,NAmes,5,5,184.0,0.0,59,1.0,783,277,49.0,0,1,0,0,113683
2474,1,1Story,CollgCr,7,5,219.0,0.0,2,2.0,1217,478,11.0,0,1,0,0,150967
1816,72,1.5Fin,BrkSide,5,7,159.0,0.0,57,1.0,853,261,77.0,0,1,0,0,120283
2715,43,1Story,NAmes,6,5,202.0,0.0,6,2.0,1381,521,46.0,0,1,0,0,163236
2641,52,1.5Fin,OldTown,6,4,197.0,0.0,57,2.0,1449,430,52.0,1,1,0,0,138284
1857,31,2Story,MeadowV,6,5,201.0,1.0,41,2.0,731,421,28.0,1,1,0,0,151742
3074,44,2Story,NWAmes,6,7,226.0,0.0,39,2.5,854,545,36.0,1,1,0,0,176547
3464,7,2Story,Crawfor,7,5,300.0,0.0,14,2.5,698,486,5.0,1,1,0,0,220552
3086,1,2Story,CollgCr,7,5,270.0,0.0,7,3.5,635,568,1.0,1,1,0,0,246715
1753,32,SLvl,NAmes,6,5,160.0,0.0,36,2.5,823,452,33.0,0,1,0,0,166567
1392,51,1Story,OldTown,5,7,205.0,0.0,55,1.0,695,295,82.0,0,1,0,0,120747
2159,1,1Story,CollgCr,7,5,238.0,0.0,0,2.0,1702,871,5.0,0,1,0,0,300462
3217,4,1Story,CollgCr,7,5,277.0,0.0,4,2.0,973,578,7.0,0,1,0,0,180194
2029,38,1Story,NAmes,5,6,157.0,0.0,30,1.0,753,355,37.0,0,1,0,0,163116
2666,46,1Story,NAmes,5,6,317.0,0.0,54,2.0,1412,516,36.0,0,1,0,0,123621
2045,106,2Story,OldTown,7,5,247.0,0.0,16,2.5,756,482,20.0,1,1,0,0,149086
2798,49,1Story,NAmes,6,7,177.0,0.0,17,2.0,574,396,60.0,0,1,0,0,143505
1925,89,1.5Fin,OldTown,5,7,167.0,0.0,9,2.0,700,268,39.0,1,1,0,0,125347
3512,10,1Story,NoRidge,9,5,252.0,0.0,5,3.0,1808,630,14.0,0,1,0,0,387700
3967,63,1Story,NAmes,5,5,240.0,0.0,6,2.0,1691,372,45.0,0,1,0,0,216807
3801,88,2Story,SWISU,7,7,317.0,0.0,6,2.5,603,414,47.0,1,1,0,0,171710
2907,7,2Story,CollgCr,8,5,250.0,0.0,18,3.5,1134,804,6.0,1,1,0,0,235752
1674,38,1Story,NAmes,5,5,168.0,0.0,56,1.0,955,215,48.0,0,1,0,0,122480
4391,6,2Story,NridgHt,9,5,309.0,0.0,4,3.5,1294,850,0.0,1,1,0,0,381579
2256,54,1Story,NAmes,5,5,184.0,0.0,48,1.0,805,314,47.0,0,1,0,0,93642
3273,3,1Story,Somerst,7,5,269.0,0.0,0,2.5,1694,491,0.0,0,1,0,0,168335
1350,94,1Story,Edwards,4,5,171.0,0.0,56,1.0,894,19,,0,1,0,0,79581
1569,42,1Story,Edwards,5,5,161.0,0.0,35,2.0,806,497,29.0,0,1,0,0,86971
2490,6,1Story,CollgCr,7,5,195.0,0.0,1,2.0,1173,528,4.0,0,1,0,0,241070
3071,8,1Story,CollgCr,7,5,251.0,0.0,7,2.5,1241,468,15.0,0,1,0,0,249397
1742,36,SFoyer,NPkVill,6,5,178.0,0.0,21,2.0,443,524,26.0,0,1,0,0,147487
1640,50,1Story,NAmes,5,5,152.0,0.0,31,1.0,817,183,47.0,0,0,0,0,112277
2125,64,1.5Fin,OldTown,6,6,191.0,0.0,52,1.0,472,192,72.0,1,1,0,0,137358
2228,58,1Story,NAmes,5,5,198.0,0.0,4,2.0,937,285,38.0,0,1,0,0,120420
3021,0,2Story,Somerst,6,5,192.0,0.0,2,2.5,733,473,5.0,1,1,0,0,162332
3538,13,1Story,CollgCr,8,5,251.0,0.0,3,2.0,1592,684,0.0,0,1,0,0,197019
2057,55,1Story,NAmes,5,5,142.0,0.0,36,2.0,882,288,51.0,0,0,0,0,106413
1670,54,2Story,MeadowV,6,6,206.0,1.0,33,2.0,775,628,50.0,1,1,0,0,123818
3452,11,2Story,NoRidge,7,5,297.0,0.0,11,3.5,1183,752,7.0,1,1,0,0,227267
2364,2,1Story,CollgCr,7,5,242.0,0.0,1,2.0,1294,628,3.0,0,1,0,0,221616
3343,1,1Story,NridgHt,9,5,245.0,0.0,0,3.0,1758,883,5.0,0,1,0,0,285036
1829,40,1Story,Sawyer,5,5,176.0,0.0,39,2.0,964,482,30.0,0,0,0,0,163334
3099,9,1Story,NridgHt,9,5,247.0,0.0,3,3.0,1687,764,1.0,0,1,0,0,344201
3151,6,1Story,CollgCr,7,5,223.0,0.0,1,2.0,1461,512,0.0,0,1,0,0,158642
1981,49,1Story,OldTown,5,5,172.0,0.0,9,2.0,864,495,10.0,0,1,0,0,172937
3720,12,1Story,NoRidge,8,5,288.0,0.0,10,3.0,1219,623,19.0,1,1,0,0,201183
2049,40,1Story,NAmes,5,6,174.0,0.0,33,1.0,929,239,42.0,0,0,0,0,122357
3038,59,2Story,ClearCr,7,5,228.0,0.0,9,3.5,895,541,9.0,1,1,0,0,243195
2059,51,SLvl,NAmes,6,5,223.0,0.0,17,2.5,1130,275,43.0,1,1,0,0,178423
2536,42,1Story,NAmes,5,5,164.0,0.0,5,2.0,700,423,41.0,0,1,0,0,157434
3140,11,1Story,NoRidge,9,5,271.0,0.0,8,3.5,1533,836,3.0,0,1,0,0,343581
2330,66,2Story,OldTown,6,7,215.0,0.0,16,2.5,676,322,71.0,1,1,0,0,168357
1913,89,1.5Fin,OldTown,5,7,166.0,0.0,59,1.0,747,278,74.0,1,1,0,0,109574
2713,41,1Story,NAmes,6,5,185.0,0.0,42,2.0,1267,466,50.0,0,1,0,0,141053
3438,14,2Story,NoRidge,8,5,281.0,0.0,9,3.5,1096,855,24.0,1,1,0,0,342320
1966,52,1Story,NAmes,5,5,207.0,0.0,55,1.0,800,248,38.0,0,0,0,0,115348
2864,10,2Story,Gilbert,7,5,266.0,0.0,5,3.5,801,591,21.0,1,1,0,0,128704
2227,45,1Story,NAmes,5,5,166.0,0.0,12,2.0,1585,509,31.0,0,1,0,0,121765
1972,101,2Story,OldTown,7,8,249.0,0.0,10,2.0,472,429,75.0,1,1,0,0,174338
